eigenvector_rank,bit_index,bit_loading,fragment_smiles,motif,n_bit1,n_bit0,x_motif_bit1,x_motif_bit0,p_motif_bit1,p_motif_bit0,log2_enrichment,z,p_two_sided
2,479,-0.04617772363743965,,aromatic_ring,62,2938,14,1930,0.22580645162539023,0.6569094622193135,-1.5406078398489098,-7.033691793129228,2.0112800314109336e-12
2,1264,0.12874233922402287,,heteroaromatic_ring,27,2973,21,645,0.7777777777860082,0.2169525731586892,1.8419783182258347,6.9803941691463605,2.943423282886215e-12
2,1162,-0.05228469646256894,,hydroxyl,198,2802,114,930,0.5757575757597184,0.33190578158482087,0.794687728524889,6.961752328129466,3.360645095540349e-12
2,1997,-0.06333468071006793,,ester,40,2960,25,556,0.6250000000093751,0.18783783783811223,1.7343684826997001,6.949811789433168,3.657740776930041e-12
2,182,-0.06753512428504062,,sulfonamide,51,2949,11,97,0.21568627452518263,0.03289250593454293,2.7131035416288927,6.947578559028469,3.716138508025324e-12
2,84,-0.07824481965200898,,hydroxyl,80,2920,57,987,0.7125000000035937,0.3380136986303637,1.0758082985946704,6.937425110483662,3.993250174971763e-12
2,679,-0.06490241720362314,,aromatic_ring,97,2903,31,1913,0.3195876288729939,0.6589734757148953,-1.044008833488295,-6.884678276350484,5.791811474864517e-12
2,1274,-0.05804172023720735,,carbonyl,289,2711,203,1337,0.7024221453297494,0.49317594983419655,0.5102358824304245,6.765425089077742,1.3291812095417299e-11
2,622,-0.06629202201477538,,ester,80,2920,39,542,0.4875000000064062,0.1856164383564433,1.3930777364051847,6.741095990949785,1.571964780566759e-11
2,622,-0.06629202201477538,,hydroxyl,80,2920,56,988,0.70000000000375,0.33835616438378824,1.0488122493597063,6.699516156077499,2.0911050668814823e-11
2,1279,0.10403532139758194,,amide,70,2930,34,520,0.48571428572163255,0.17747440273065615,1.4524969606060687,6.568242520765341,5.091260746326043e-11
2,84,-0.07824481965200898,,carbonyl,80,2920,70,1470,0.8750000000015625,0.5034246575344167,0.7975071361033457,6.560049931593515,5.3789861453878984e-11
2,519,-0.09252313944323509,,ester,107,2893,47,534,0.4392523364538387,0.18458347735942462,1.2507765415335454,6.5463101188812844,5.897593524650802e-11
2,1154,-0.05627324526532914,,carbonyl,82,2918,71,1469,0.8658536585382213,0.5034270047979769,0.7823406022504475,6.4758016525781175,9.430989322822825e-11
2,1922,0.11048912609551471,,amide,51,2949,27,527,0.5294117647151096,0.1787046456428692,1.566813115639392,6.399478358998763,1.5590861934811073e-10
2,1436,-0.08286886674135992,,hydroxyl,62,2938,45,999,0.7258064516173257,0.340027229407985,1.0939345987144986,6.310830654438225,2.7754176734617886e-10
2,1274,-0.05804172023720735,,ester,289,2711,96,485,0.33217993079815855,0.1789007746222136,0.8928052789912928,6.268323590736756,3.649556212792504e-10
2,679,-0.06490241720362314,,carbonyl,97,2903,80,1460,0.8247422680430438,0.502928005511711,0.7135914555621861,6.237901487422418,4.4347991945414833e-10
2,639,-0.05482536635993734,,ester,25,2975,17,564,0.6800000000128,0.1895798319330455,1.842729252184573,6.17925956041634,6.440292743548071e-10
2,1508,0.10802155855926374,,heteroaromatic_ring,60,2940,33,633,0.5500000000074999,0.2153061224492465,1.3530422740632049,6.175471835045681,6.596616586307391e-10
2,84,-0.07824481965200898,,ester,80,2920,37,544,0.4625000000067187,0.18630136986329235,1.3118150832774276,6.1675484023834395,6.935687579812111e-10
2,591,-0.04562764499823917,,ester,279,2721,92,489,0.3297491039450547,0.17971334068387368,0.8756712305333607,6.039705900673968,1.5439538536554664e-09
2,479,-0.04617772363743965,,carbonyl,62,2938,55,1485,0.8870967741953694,0.5054458815522446,0.811534868008417,5.949930077571975,2.6825706100908064e-09
2,1436,-0.08286886674135992,,carbonyl,62,2938,55,1485,0.8870967741953694,0.5054458815522446,0.811534868008417,5.949930077571975,2.6825706100908064e-09
2,5,0.12419711191547111,,carbonyl,48,2952,45,1495,0.9375000000013021,0.5064363143633108,0.8884378325849747,5.927124806051282,3.0828468666754816e-09
2,1162,-0.05228469646256894,,aromatic_ring,198,2802,90,1854,0.4545454545482094,0.6616702355461593,-0.5416878119361673,-5.8976536030494975,3.6870697606161684e-09
2,859,0.11919241537476143,,amide,30,2970,18,536,0.6000000000133333,0.1804713804716564,1.7331924310940037,5.892206565401893,3.810723958608264e-09
2,935,0.10633271952367454,,halogen,567,2433,191,534,0.3368606701951731,0.21948212083879182,0.6180485763472953,5.879660437395442,4.111089690894687e-09
2,855,0.11580600269451893,,heteroaromatic_ring,28,2972,19,647,0.6785714285829082,0.217698519515741,1.6401690899547323,5.840602975848474,5.201222341710832e-09
2,1274,-0.05804172023720735,,heteroaromatic_ring,289,2711,25,641,0.08650519031457957,0.23644411656243583,-1.450640641455986,-5.830437758772232,5.528215663019864e-09
2,529,-0.0764683645032135,,ester,54,2946,27,554,0.5000000000092593,0.18805159538384655,1.410799549011263,5.7484485282133635,9.006605461436834e-09
2,1477,-0.04494623862696293,,aromatic_ring,45,2955,11,1933,0.2444444444612346,0.6541455160745672,-1.4201049847398823,-5.711269282952303,1.1213664663500822e-08
2,622,-0.06629202201477538,,aromatic_ring,80,2920,28,1916,0.350000000008125,0.6561643835617615,-0.9067023647653268,-5.656810424096048,1.5421193433340363e-08
2,1210,0.11740053207505896,,heteroaromatic_ring,29,2971,19,647,0.655172413804994,0.21777179400901456,1.5890575061833592,5.640307814668481,1.697464346861466e-08
2,408,-0.05922679312654191,,hydroxyl,44,2956,33,1011,0.7500000000056818,0.34201623815989785,1.132825772974283,5.639588080772114,1.7045744149513098e-08
2,1257,-0.058260500708221474,,ester,219,2781,74,507,0.3378995433820188,0.18230852211464138,0.8902123983817044,5.609985131989827,2.023439993337206e-08
2,639,-0.05482536635993734,,aromatic_ring,25,2975,3,1941,0.1200000000352,0.6524369747900328,-2.4428041382616317,-5.5508850582562035,2.8422692643914615e-08
2,552,0.1205537125900897,,amide,32,2968,18,536,0.562500000013672,0.1805929919140227,1.6391111876382036,5.53786142315788,3.06187373233513e-08
2,529,-0.0764683645032135,,hydroxyl,54,2946,38,1006,0.7037037037091907,0.3414799728447585,1.0431671365207438,5.537530144631546,3.0676690743192125e-08
2,1162,-0.05228469646256894,,ester,198,2802,68,513,0.34343434343765944,0.18308351177759347,0.9075324460061264,5.518137326791974,3.426116634841492e-08
2,431,0.12182784658694983,,amide,27,2973,16,538,0.5925925926076817,0.18096199125490045,1.7113538832220905,5.487373338525618,4.0795433475793175e-08
2,882,0.1156962399231653,,amide,22,2978,14,540,0.6363636363801652,0.18132975151135616,1.8112357449868612,5.480181522901466,4.24889683436902e-08
2,1477,-0.04494623862696293,,ester,45,2955,23,558,0.5111111111219754,0.18883248730991917,1.4365299629916144,5.429641141399536,5.646748046927996e-08
2,622,-0.06629202201477538,,carbonyl,80,2920,65,1475,0.8125000000023438,0.5051369863015394,0.6856931327755833,5.426400749866526,5.7501775341251005e-08
2,1274,-0.05804172023720735,,hydroxyl,289,2711,142,902,0.49134948097061815,0.3327185540393461,0.5624472115904346,5.3817992636098415,7.374497590362239e-08
2,519,-0.09252313944323509,,carbonyl,107,2893,82,1458,0.7663551401890994,0.5039751123403028,0.6046606218232191,5.3323754285385965,9.693626612516937e-08
2,998,0.1480207223756818,,heteroaromatic_ring,24,2976,16,650,0.6666666666805555,0.21841397849488628,1.6099004024993797,5.262814637420642,1.4186659180737138e-07
2,1508,0.10802155855926374,,aromatic_ring,60,2940,58,1886,0.9666666666672222,0.6414965986395778,0.5915768785682386,5.2208400766904814,1.7811330388362023e-07
2,440,0.12860564299609062,,amide,26,2974,15,539,0.5769230769393491,0.1812373907198449,1.6704983468058394,5.1770816539918085,2.2538359045753964e-07
2,967,-0.05435637769582093,,hydroxyl,32,2968,25,1019,0.781250000006836,0.34332884097057165,1.1861932302414082,5.17283731070023,2.3056575515489897e-07
2,233,0.12454097180161615,,heteroaromatic_ring,47,2953,25,641,0.5319148936269805,0.21706738909609988,1.2930524326375505,5.152927057248322,2.56451736069252e-07
2,1154,-0.05627324526532914,,ester,82,2918,34,547,0.41463414634860196,0.18745716244030589,1.1452779817802852,5.134149685498998,2.834224654968409e-07
2,1210,0.11740053207505896,,amide,29,2971,16,538,0.5517241379464922,0.18108381016520328,1.6072895321894423,5.118945605936189,3.0724855282215913e-07
2,1274,-0.05804172023720735,,aromatic_ring,289,2711,148,1796,0.5121107266452868,0.6624861674660042,-0.37143455377067947,-5.088281520439808,3.6132272618338845e-07
2,1567,0.11571015834321444,,amide,44,2956,21,533,0.47727272728460746,0.18031123139405267,1.4043246355621306,5.039137559188097,4.6763429839558057e-07
2,529,-0.0764683645032135,,carbonyl,54,2946,46,1494,0.8518518518545953,0.5071283095724687,0.7482517361443269,5.02236224951018,5.103980176279777e-07
2,5,0.12419711191547111,,heteroaromatic_ring,48,2952,25,641,0.520833333343316,0.2171409214094793,1.2621901485211133,5.02210539799695,5.110812266728715e-07
2,1009,-0.05673988594481895,,carbonyl,34,2966,32,1508,0.9411764705899653,0.5084288604182372,0.8884193279378084,5.019766883422204,5.173422321647081e-07
2,1922,0.11048912609551471,,heteroaromatic_ring,51,2949,26,640,0.5098039215782392,0.21702271956622007,1.232096388369406,4.9881413385646445,6.09629628556263e-07
2,1279,0.10403532139758194,,aromatic_ring,70,2930,65,1879,0.928571428572449,0.6412969283277675,0.5340203939743527,4.973480802913061,6.576128877000542e-07
2,1884,-0.04516085615253846,,ester,43,2957,21,560,0.48837209303515416,0.1893811295234395,1.3666881792850805,4.925752424047646,8.403634588205477e-07
2,1567,0.11571015834321444,,aromatic_ring,44,2956,44,1900,1.0,0.6427604871449111,0.6376468509275697,4.92513999387879,8.429997921943766e-07
2,1477,-0.04494623862696293,,hydroxyl,45,2955,31,1013,0.6888888888958026,0.3428087986465845,1.0068671703345,4.8371278641557955,1.3172869481881122e-06
2,855,0.11580600269451893,,amide,28,2972,15,539,0.5357142857308673,0.18135935397066577,1.5626126113794687,4.8097158341399275,1.5114501386026546e-06
2,504,-0.05371901737110495,,heteroaromatic_ring,70,2930,32,634,0.45714285715061215,0.2163822525599944,1.0790629022479274,4.790064289789043,1.66727885408946e-06
2,182,-0.06753512428504062,,aromatic_ring,51,2949,17,1927,0.33333333334640525,0.6534418446932339,-0.9710932498988237,-4.745699489321642,2.0778701073087547e-06
2,1922,0.11048912609551471,,aromatic_ring,51,2949,49,1895,0.9607843137262592,0.6425907087149397,0.5803124761478781,4.717310459475252,2.3898286816148584e-06
2,1489,-0.057583370387919414,,hydroxyl,31,2969,23,1021,0.7419354838792924,0.34388683058290875,1.1093598727942522,4.628583016038178,3.681762693386048e-06
2,698,0.1428178331866204,,heteroaromatic_ring,20,2980,13,653,0.6500000000175,0.21912751677878553,1.5686690570939394,4.621095847561283,3.817183582999206e-06
2,1997,-0.06333468071006793,,carbonyl,40,2960,35,1505,0.875000000003125,0.508445945946112,0.783188610931533,4.6072069151002255,4.081138441192067e-06
2,1489,-0.057583370387919414,,ester,31,2969,16,565,0.5161290322736732,0.1902997642306533,1.4394580103387924,4.566996360128967,4.947625988682702e-06
2,479,-0.04617772363743965,,ester,62,2938,26,555,0.41935483871904267,0.18890401633792073,1.150518127103139,4.544170622639434,5.515197211369838e-06
2,182,-0.06753512428504062,,halogen,51,2949,26,699,0.5098039215782392,0.23702950152619973,1.1048758378815224,4.511563131852288,6.435162353213286e-06
2,1441,0.10748088194344159,,heteroaromatic_ring,50,2950,24,642,0.48000000001040005,0.217627118644333,1.1411760629901948,4.426781046076855,9.564973434184054e-06
2,963,0.11058141353476304,,carbonyl,28,2972,26,1514,0.9285714285739796,0.509421265141484,0.8661537066398487,4.416689788076397,1.0022390401154269e-05
2,1162,-0.05228469646256894,,heteroaromatic_ring,198,2802,19,647,0.09595959596416183,0.2309064953607313,-1.2668097681307835,-4.415731498846856,1.0066897827343269e-05
2,408,-0.05922679312654191,,ester,44,2956,20,561,0.4545454545578513,0.18978349120460428,1.2600700698246858,4.411525287667484,1.026449635155302e-05
2,1009,-0.05673988594481895,,hydroxyl,34,2966,24,1020,0.705882352949827,0.34389750505753747,1.0374491050833414,4.405968386519353,1.0531232295551973e-05
2,935,0.10633271952367454,,sulfonamide,567,2433,38,70,0.06701940035437914,0.02877106452978678,1.2199601765102233,4.402757170517335,1.0688377626077994e-05
2,440,0.12860564299609062,,heteroaromatic_ring,26,2974,15,651,0.5769230769393491,0.2188971082719506,1.39812607639317,4.373657508730725,1.2218201597358203e-05
2,1489,-0.057583370387919414,,carbonyl,31,2969,28,1512,0.9032258064547346,0.5092623779051838,0.8266775654408297,4.365818663382416,1.2664751701141341e-05
2,1884,-0.04516085615253846,,carbonyl,43,2957,36,1504,0.8372093023293672,0.5086236050052388,0.7189899231889537,4.279887807750086,1.8698754947532592e-05
2,1154,-0.05627324526532914,,aromatic_ring,82,2918,35,1909,0.42682926829967277,0.6542152159014207,-0.6161062071357994,-4.252004640567764,2.118654692395694e-05
2,431,0.12182784658694983,,heteroaromatic_ring,27,2973,15,651,0.5555555555720164,0.21897073662992972,1.3431931082280744,4.18935291798828,2.7975103483512953e-05
2,882,0.1156962399231653,,heteroaromatic_ring,22,2978,13,653,0.590909090927686,0.21927468099421785,1.4301969565831385,4.17890687193317,2.9291359066707656e-05
2,1477,-0.04494623862696293,,carbonyl,45,2955,37,1503,0.8222222222261728,0.5086294416245317,0.6929133904542656,4.177100212597761,2.9524896905108733e-05
2,1531,-0.05206808488206607,,hydroxyl,26,2974,19,1025,0.7307692307795858,0.3446536650977321,1.0842685329816244,4.1152897527155226,3.8669333714658194e-05
2,1009,-0.05673988594481895,,ester,34,2966,16,565,0.47058823530968863,0.1904922454486883,1.3047329839474102,4.109476959987332,3.9655627535717386e-05
2,935,0.10633271952367454,,carbonyl,567,2433,335,1205,0.5908289241629792,0.49527332511323663,0.25451553422516915,4.0996101758179515,4.138466217229464e-05
2,233,0.12454097180161615,,carbonyl,47,2953,38,1502,0.8085106383019466,0.5086352861498447,0.6686352053924287,4.080799548517247,4.488104831823492e-05
2,408,-0.05922679312654191,,carbonyl,44,2956,36,1504,0.8181818181859504,0.5087956698242527,0.6853350852803438,4.075709840663004,4.5874192482475706e-05
2,1997,-0.06333468071006793,,hydroxyl,40,2960,26,1018,0.65000000000875,0.34391891891914056,0.9183712377128379,4.03680982898493,5.418295449022281e-05
2,591,-0.04562764499823917,,halogen,279,2721,40,685,0.14336917563031049,0.2517456817349314,-0.8122321535107155,-4.0271929879082125,5.6446700301027164e-05
2,1257,-0.058260500708221474,,carbonyl,219,2781,141,1399,0.6438356164399824,0.5030564545129439,0.35597207498268535,4.013144212202322,5.9915283027622834e-05
2,1264,0.12874233922402287,,amide,27,2973,13,541,0.48148148150068587,0.1819710729905207,1.4037711801138146,3.9927192604815964,6.531988650193554e-05
2,1009,-0.05673988594481895,,aromatic_ring,34,2966,11,1933,0.3235294117846021,0.651719487525404,-1.0103542622811852,-3.984107186753584,6.77342968957717e-05
2,1997,-0.06333468071006793,,aromatic_ring,40,2960,14,1930,0.35000000001625003,0.6520270270271445,-0.8975768444021663,-3.9728502641100403,7.101769540929226e-05
2,1531,-0.05206808488206607,,ester,26,2974,13,568,0.5000000000192307,0.19098856758601512,1.38844181260117,3.9699618216917645,7.188414918601893e-05
2,967,-0.05435637769582093,,ester,32,2968,15,566,0.4687500000166016,0.1907008086256096,1.2975077294464723,3.958979025113979,7.527084623060176e-05
2,1422,0.1035917523858865,,amide,40,2960,17,537,0.42500000001437505,0.18141891891919545,1.2281379289404746,3.943636917364076,8.025513681353402e-05
2,639,-0.05482536635993734,,hydroxyl,25,2975,18,1026,0.7200000000112,0.34487394958005213,1.0619277491647225,3.9211789874689535,8.811677873854507e-05
2,1422,0.1035917523858865,,heteroaromatic_ring,40,2960,19,647,0.47500000001312503,0.21858108108134508,1.1197589771181493,3.876135968188415,0.00010612839399648522
2,233,0.12454097180161615,,aromatic_ring,47,2953,43,1901,0.9148936170230874,0.643752116491824,0.507098727512448,3.8615101931607656,0.00011268830992960943
2,963,0.11058141353476304,,amide,28,2972,13,541,0.46428571430484694,0.18203230148075975,1.3508184128525396,3.831070452803805,0.00012758696241510492
2,1884,-0.04516085615253846,,aromatic_ring,43,2957,16,1928,0.3720930232704165,0.6520121745013013,-0.8092355627553782,-3.815689620361055,0.0001358031211506905
2,1441,0.10748088194344159,,carbonyl,50,2950,39,1501,0.7800000000044,0.5088135593222004,0.6163370066110672,3.8044144295804077,0.00014214003650092621
2,519,-0.09252313944323509,,sulfonamide,107,2893,11,97,0.10280373832614202,0.03352920843448547,1.6164023980819189,3.777368011497351,0.00015849445115412308
2,591,-0.04562764499823917,,heteroaromatic_ring,279,2721,37,629,0.13261648745830604,0.2311650128632006,-0.8016629117977909,-3.772155520060698,0.00016184332349711283
2,519,-0.09252313944323509,,amide,107,2893,5,549,0.046728971971525896,0.1897684064987246,-2.021850622316457,-3.7445480594148917,0.0001807187833180457
2,504,-0.05371901737110495,,hydroxyl,70,2930,39,1005,0.5571428571491835,0.3430034129695075,0.6998243651760401,3.71711034875411,0.00020151444132010532
2,1422,0.1035917523858865,,aromatic_ring,40,2960,37,1907,0.925000000001875,0.644256756756877,0.5218176029477983,3.6928843059009444,0.00022172491025229668
2,639,-0.05482536635993734,,carbonyl,25,2975,22,1518,0.8800000000048,0.5102521008405008,0.7862933065371783,3.683350467153783,0.00023018833720045428
2,1531,-0.05206808488206607,,aromatic_ring,26,2974,8,1936,0.3076923077189349,0.6509751176867347,-1.0811140232386793,-3.6491334888348415,0.0002631263563714903
2,1279,0.10403532139758194,,carbonyl,70,2930,51,1489,0.728571428575306,0.5081911262800314,0.5196992357612408,3.645687537713104,0.00026667784995071386
2,998,0.1480207223756818,,carbonyl,24,2976,21,1519,0.8750000000052083,0.5104166666668312,0.7776075786716745,3.559120849370448,0.0003720982939636741
2,529,-0.0764683645032135,,amide,54,2946,0,554,1.8518518518175587e-11,0.18805159538384655,-33.2414408071919,-3.52913110179581,0.00041692653018343684
2,504,-0.05371901737110495,,ester,70,2930,25,556,0.3571428571520408,0.18976109215044717,0.9123170494508565,3.5022375509998183,0.0004613680696066158
2,698,0.1428178331866204,,carbonyl,20,2980,18,1522,0.900000000005,0.5107382550337213,0.8173408784084796,3.4712723905334304,0.0005179982591649868
2,552,0.1205537125900897,,aromatic_ring,32,2968,30,1914,0.9375000000019532,0.6448787061995805,0.5397908577460344,3.4474136875188424,0.0005659812192897462
2,622,-0.06629202201477538,,amide,80,2920,3,551,0.03750000001203125,0.18869863013726415,-2.331121448509244,-3.4384427229754673,0.0005850702947949316
2,1489,-0.057583370387919414,,aromatic_ring,31,2969,11,1933,0.354838709698231,0.6510609632874197,-0.8756292358898031,-3.4354542177925524,0.0005915614069442743
2,967,-0.05435637769582093,,halogen,32,2968,16,709,0.5000000000156251,0.23888140161750712,1.0656335594248227,3.4319872593727063,0.0005991757061096781
2,182,-0.06753512428504062,,amide,51,2949,0,554,1.9607843136870438e-11,0.1878602916245548,-33.15751025497561,-3.4279539975571804,0.0006081485026969702
2,967,-0.05435637769582093,,carbonyl,32,2968,26,1514,0.8125000000058594,0.5101078167117553,0.6715656047861013,3.4040923779081034,0.0006638429865561957
2,1252,0.1108696294740644,,aromatic_ring,26,2974,25,1919,0.9615384615399408,0.6452589105582901,0.5754664074926239,3.362085917832463,0.0007735605028647008
2,591,-0.04562764499823917,,amide,279,2721,31,523,0.1111111111142971,0.19220874678456737,-0.7906708964004359,-3.3246970963497353,0.0008851464419850075
2,967,-0.05435637769582093,,aromatic_ring,32,2968,12,1932,0.37500000001953127,0.6509433962265327,-0.7956415014189341,-3.250928969577354,0.0011502859226373285
2,859,0.11919241537476143,,heteroaromatic_ring,30,2970,14,652,0.46666666668444445,0.2195286195288823,1.0879833879593692,3.2407949209332765,0.0011919690218991086
2,1210,0.11740053207505896,,aromatic_ring,29,2971,27,1917,0.9310344827609988,0.6452372938405772,0.5290047752065783,3.2069250912074185,0.0013416192582993425
2,1252,0.1108696294740644,,amide,26,2974,11,543,0.42307692309911243,0.1825823806324201,1.2123724448177562,3.1465881303971655,0.0016518747089122598
2,963,0.11058141353476304,,aromatic_ring,28,2972,26,1918,0.9285714285739796,0.6453566621804693,0.5249161916076501,3.1232003830329456,0.0017889590507589315
2,504,-0.05371901737110495,,amide,70,2930,3,551,0.04285714287081632,0.18805460750880953,-2.1335440750271952,-3.0939933924136644,0.0019748188462713756
2,591,-0.04562764499823917,,nitro,279,2721,2,125,0.0071684587849205434,0.04593899301762369,-2.679984354536431,-3.0630854459804424,0.002190674985162566
2,935,0.10633271952367454,,ester,567,2433,84,497,0.14814814814965055,0.2042745581589789,-0.46346893877500445,-3.0456814304123605,0.002321536668124624
2,182,-0.06753512428504062,,hydroxyl,51,2949,28,1016,0.54901960785198,0.3445235673111751,0.6722550003979855,3.0397182484399714,0.002367995622999608
2,1264,0.12874233922402287,,aromatic_ring,27,2973,25,1919,0.9259259259286694,0.6454759502187536,0.5205334393275285,3.0374929693137953,0.002385549695242517
2,1210,0.11740053207505896,,carbonyl,29,2971,23,1517,0.7931034482829964,0.510602490744022,0.6353084805303342,3.028963835597525,0.0024539405635062295
2,408,-0.05922679312654191,,aromatic_ring,44,2956,19,1925,0.4318181818310951,0.6512178619757607,-0.5927162814743052,-3.024788973513369,0.0024880666057023326
2,479,-0.04617772363743965,,heteroaromatic_ring,62,2938,4,662,0.06451612904734652,0.2253233492174182,-1.8042650363020967,-3.015090636013067,0.0025690247282903478
2,1436,-0.08286886674135992,,heteroaromatic_ring,62,2938,4,662,0.06451612904734652,0.2253233492174182,-1.8042650363020967,-3.015090636013067,0.0025690247282903478
2,1422,0.1035917523858865,,carbonyl,40,2960,30,1510,0.7500000000062501,0.5101351351353006,0.5560111270365817,3.014854294673881,0.002571027348234445
2,622,-0.06629202201477538,,halogen,80,2920,8,717,0.10000000001124999,0.24554794520573783,-1.2960047496611027,-3.0001531259098253,0.002698439113325124
2,1162,-0.05228469646256894,,halogen,198,2802,31,694,0.15656565656991633,0.24768022840854828,-0.6617109218024888,-2.8943791624188897,0.003799091038680036
2,855,0.11580600269451893,,hydroxyl,28,2972,17,1027,0.6071428571568878,0.3455585464335984,0.8131058534455567,2.892284854241138,0.0038245102055769475
2,1477,-0.04494623862696293,,heteroaromatic_ring,45,2955,2,664,0.044444444465679016,0.22470389170923022,-2.3379501119241013,-2.887726919947292,0.003880365973300881
2,504,-0.05371901737110495,,aromatic_ring,70,2930,34,1910,0.48571428572163255,0.6518771331059209,-0.4244921492865688,-2.8767180204222194,0.004018344992053224
2,882,0.1156962399231653,,carbonyl,22,2978,18,1522,0.8181818181900826,0.5110812625925081,0.6788687778976786,2.8712970735576064,0.00408791152644894
2,679,-0.06490241720362314,,heteroaromatic_ring,97,2903,10,656,0.1030927835144011,0.2259731312438078,-1.1322078951634933,-2.864606042443255,0.004175283304471478
2,84,-0.07824481965200898,,amide,80,2920,5,549,0.06250000001171875,0.18801369863041506,-1.5889096849694473,-2.8543358051427155,0.004312691855744344
2,1436,-0.08286886674135992,,amide,62,2938,3,551,0.048387096789542144,0.18754254594990213,-1.954523637225095,-2.7944701609193805,0.005198483801107212
2,859,0.11919241537476143,,carbonyl,30,2970,23,1517,0.7666666666744445,0.5107744107745755,0.5859132059037598,2.7901004171152812,0.0052691696324633774
2,1257,-0.058260500708221474,,halogen,219,2781,36,689,0.16438356164765122,0.24775260697617843,-0.5918342014845533,-2.774778391605518,0.0055239334023320374
2,5,0.12419711191547111,,aromatic_ring,48,2952,40,1904,0.8333333333368056,0.644986449864619,0.36962483692440085,2.710302537260646,0.00672218616247422
2,1162,-0.05228469646256894,,nitro,198,2802,1,126,0.005050505055530049,0.04496788008599394,-3.154395301724234,-2.695998143854332,0.0070178057753076395
2,963,0.11058141353476304,,heteroaromatic_ring,28,2972,12,654,0.4285714285918367,0.22005383580106996,0.961679153771045,2.64252562674496,0.008229023769210642
2,529,-0.0764683645032135,,heteroaromatic_ring,54,2946,4,662,0.07407407409122085,0.22471147318424145,-1.6010331936025695,-2.6394846863531045,0.008303217445182032
