eigenvector_rank,bit_index,bit_loading,fragment_smiles,motif,n_bit1,n_bit0,x_motif_bit1,x_motif_bit0,p_motif_bit1,p_motif_bit0,log2_enrichment,z,p_two_sided
4,1873,-0.07204620879288268,,aromatic_ring,2008,992,1889,55,0.9407370517928582,0.05544354838804894,4.084700029275082,47.76452965172098,0.0
4,1380,-0.07029855115839584,,aromatic_ring,2130,870,1913,31,0.8981220657277473,0.035632183909154444,4.655658723537324,44.883216744509184,0.0
4,1750,-0.08266495270554972,,aromatic_ring,1613,1387,1612,332,0.9993800371977685,0.23936553713104589,2.061817946345698,43.456808707073215,0.0
4,1088,-0.06990616269442898,,aromatic_ring,1030,1970,1021,923,0.9912621359223386,0.4685279187819957,1.0811316055043667,28.46513137037479,0.0
4,935,-0.073270551392891,,heteroaromatic_ring,567,2433,316,350,0.5573192239866714,0.1438553226472898,1.953885316339467,21.334048056727873,0.0
4,1873,-0.07204620879288268,,heteroaromatic_ring,2008,992,633,33,0.3152390438250422,0.03326612903323259,3.2443203264652882,17.48308910185207,0.0
4,1380,-0.07029855115839584,,heteroaromatic_ring,2130,870,638,28,0.29953051643225376,0.03218390804708945,3.2182915672818724,15.988112439939714,0.0
4,935,-0.073270551392891,,amide,567,2433,228,326,0.4021164021174566,0.13399095766578956,1.585477539929815,14.81760904576901,0.0
4,935,-0.073270551392891,,aromatic_ring,567,2433,515,1429,0.9082892416227367,0.5873407316072391,0.628954100970805,14.410481284335079,0.0
4,1114,-0.08277284369603544,,heteroaromatic_ring,267,2733,146,520,0.5468164794024464,0.19026710574489927,1.5230305586894473,13.380372723923823,0.0
4,117,-0.08314262508071016,,amide,54,2946,45,509,0.8333333333364198,0.17277664630034867,2.269985463129359,12.396550765513803,0.0
4,573,-0.07573499322292225,,amide,51,2949,42,512,0.8235294117681661,0.17361817565304388,2.2459021878727343,11.85916300152984,0.0
4,1567,0.07559424426203651,,heteroaromatic_ring,44,2956,42,624,0.9545454545464876,0.21109607577834535,2.176914139425103,11.778854114468231,0.0
4,5,0.07255329359233446,,amide,48,2952,39,515,0.8125000000039062,0.17445799458022546,2.219488102135531,11.300706230659193,0.0
4,1750,-0.08266495270554972,,heteroaromatic_ring,1613,1387,482,184,0.29882207067619415,0.13266041816933477,1.171548729336207,10.918407618084675,0.0
4,1480,-0.09661510613425635,,amide,271,2729,115,439,0.4243542435445596,0.1608647856360715,1.39942055933375,10.661717620413468,0.0
4,1380,-0.07029855115839584,,amide,2130,870,490,64,0.230046948357169,0.07356321839186947,1.6448718146068437,10.022963207401865,0.0
4,1088,-0.06990616269442898,,heteroaromatic_ring,1030,1970,329,337,0.31941747572881607,0.1710659898481365,0.9008902848259767,9.283606264142511,0.0
4,233,0.07772794894668736,,amide,47,2953,33,521,0.7021276595808058,0.1764307483917452,1.992631346547004,9.21496301228384,0.0
4,1480,-0.09661510613425635,,aromatic_ring,271,2729,242,1702,0.8929889298896938,0.6236716746062207,0.5178555535092199,8.853829022271608,0.0
4,1750,-0.08266495270554972,,amide,1613,1387,391,163,0.24240545567312932,0.1175198269653082,1.0445179922392196,8.789120068303953,0.0
4,736,-0.07683164157269709,,amide,83,2917,45,509,0.5421686747043112,0.17449434350388257,1.6355614898175705,8.512322920358132,0.0
4,998,0.11187193943312655,,amide,24,2976,20,534,0.8333333333402778,0.17943548387124347,2.2154284735964893,8.22260659052295,2.220446049250313e-16
4,1114,-0.08277284369603544,,amide,267,2733,99,455,0.3707865168562892,0.1664837175268326,1.1552076978357306,8.211590478806674,2.220446049250313e-16
4,1380,-0.07029855115839584,,carbonyl,2130,870,1194,346,0.5605633802818965,0.39770114942597967,0.4951927692489901,8.098295997836606,4.440892098500626e-16
4,552,0.07991473767073745,,heteroaromatic_ring,32,2968,26,640,0.8125000000058594,0.21563342318085726,1.9137869998831691,8.080854449911584,6.661338147750939e-16
4,531,-0.09845733972640475,,amide,33,2967,24,530,0.7272727272809918,0.1786316144256223,2.025509043406567,8.077586369897599,6.661338147750939e-16
4,301,-0.09145561598296387,,amide,30,2970,22,532,0.7333333333422222,0.17912457912485552,2.0335058032309785,7.783765655418551,7.105427357601002e-15
4,1575,-0.08723857518407087,,amide,30,2970,22,532,0.7333333333422222,0.17912457912485552,2.0335058032309785,7.783765655418551,7.105427357601002e-15
4,689,-0.09033788741430128,,amide,29,2971,21,533,0.7241379310439953,0.17940087512649633,2.013077594744157,7.52341056770242,5.3290705182007514e-14
4,1114,-0.08277284369603544,,aromatic_ring,267,2733,229,1715,0.8576779026222558,0.6275155506770481,0.4507847398730054,7.51606056974915,5.639932965095795e-14
4,1873,-0.07204620879288268,,amide,2008,992,445,109,0.2216135458171207,0.10987903225896183,1.0121299575036788,7.419976871708217,1.1723955140041653e-13
4,1441,0.07022997333906757,,amide,50,2950,29,525,0.5800000000084,0.17796610169519392,1.7044504319545637,7.265009756251242,3.730349362740526e-13
4,698,0.11674702752304378,,amide,20,2980,16,538,0.80000000001,0.18053691275195283,2.1477061579213736,7.115674625595076,1.113775738303957e-12
4,1264,0.0932985034177909,,heteroaromatic_ring,27,2973,21,645,0.7777777777860082,0.2169525731586892,1.8419783182258347,6.9803941691463605,2.943423282886215e-12
4,1480,-0.09661510613425635,,heteroaromatic_ring,271,2729,103,563,0.38007380074029495,0.20630267497280824,0.8815170530299071,6.565036044457411,5.2020165952626485e-11
4,242,-0.07372698002389322,,carbonyl,63,2937,58,1482,0.9206349206361804,0.5045965270686058,0.867498889648165,6.537015245492578,6.275868713601085e-11
4,1873,-0.07204620879288268,,halogen,2008,992,557,168,0.2773904382473718,0.16935483871051477,0.7118688509921131,6.5028764119179945,7.879852326198034e-11
4,1088,-0.06990616269442898,,amide,1030,1970,255,299,0.24757281553471108,0.15177664974662347,0.7059030549340749,6.420625968995247,1.3571499479780869e-10
4,1922,0.072461753618162,,amide,51,2949,27,527,0.5294117647151096,0.1787046456428692,1.566813115639392,6.399478358998763,1.5590861934811073e-10
4,1380,-0.07029855115839584,,halogen,2130,870,579,146,0.2718309859158348,0.1678160919549795,0.6958288547257007,6.038733756196836,1.5532828356867867e-09
4,362,-0.09575190957577231,,amide,22,2978,15,539,0.6818181818326446,0.18099395567522464,1.9134455528292262,6.031655579278239,1.6228838273235624e-09
4,5,0.07255329359233446,,carbonyl,48,2952,45,1495,0.9375000000013021,0.5064363143633108,0.8884378325849747,5.927124806051282,3.0828468666754816e-09
